N°,PC,Bloq,Faja,N° de árbol,Especie (Exp inicial),Especie Reformulada,Código,Diametro (cm),Alt Cial (m),Volumen (m3),Coord  Este,Coord Norte,Condición 1,Fecha tala-Real,N°OP Parte,Código de Árbol,R,Especie Tala,D1 (cm),D2 (cm),L (m),Vol. (m3) Talado,Condición de Tala,Observación,FECHA-ARRASTRE,Obervacion,Fecha Trozado,N° Parte,CORRELATIVO,Codigo Patio,Especie Trozado,D1 (cm),D2 (cm),L (m),Vol. (m3) Trozado,Condición de Tala,Observación,n° de arboles
4193,3,2,52,18,Quillosisa,Quillosisa,2-52-18,51,15,1.992,649826,9506107,Semillero,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4194,3,2,52,19,Cumala,Cumala,2-52-19,68,18,4.249,649853,9506234,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4195,3,2,52,20,Cumala,Cumala,2-52-20,68,19,4.485,649834,9506265,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4196,3,2,52,21,Panguana,Panguana,2-52-21,76,18,5.308,649808,9506208,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
4197,3,2,52,22,Cachimbo,Cachimbo,2-52-22,62,17,3.336,649843,9506374,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
4198,3,2,52,23,Tangarana,Tangarana,2-52-23,74,15,4.193,649832,9506469,Aprovechable,,,,,,,,,0.000,,,,,,,,,Tangarana,,,,0.000,,,1
4199,3,2,52,26,Quillosisa,Quillosisa,2-52-26,73,18,4.897,649833,9506678,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4200,3,2,52,27,Machimango,Machimango,2-52-27,75,13,3.733,649845,9506707,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4201,3,2,52,28,Machimango,Machimango,2-52-28,64,15,3.137,649833,9506713,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4202,3,2,52,29,Tangarana,Tangarana,2-52-29,69,14,3.403,649855,9506762,Aprovechable,,,,,,,,,0.000,,,,,,,,,Tangarana,,,,0.000,,,1
4203,3,2,52,30,Cumala,Cumala,2-52-30,52,18,2.485,649854,9506779,Semillero,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4204,3,2,52,31,Copal,Copal,2-52-31,55,14,2.162,649820,9506840,Semillero,,,,,,,,,0.000,,,,,,,,,Copal,,,,0.000,,,1
4205,3,2,52,32,Quillosisa,Quillosisa,2-52-32,95,18,8.293,649814,9506892,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4206,3,2,52,33,Palisangre,Palisangre,2-52-33,54,15,2.233,649810,9506913,Aprovechable,,,,,,,,,0.000,,,,,,,,,Palisangre,,,,0.000,,,1
4207,3,2,52,34,Tangarana,Tangarana,2-52-34,56,15,2.401,649815,9506320,Aprovechable,,,,,,,,,0.000,,,,,,,,,Tangarana,,,,0.000,,,1
4208,3,2,52,35,Machimango,Machimango,2-52-35,68,18,4.249,649836,9506911,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4209,3,2,52,36,Pashaco,Pashaco,2-52-36,74,14,3.914,649833,9506910,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
4210,3,2,52,37,Cumaceba,Cumaceba,2-52-37,71,13,3.346,649838,9506912,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumaceba,,,,0.000,,,1
4211,3,2,52,39,Panguana,Panguana,2-52-39,54,15,2.233,649849,9506932,Semillero,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
4212,3,2,52,40,Pashaco,Pashaco,2-52-40,73,13,3.537,649848,9506969,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
4213,3,2,53,1,Yacushapana,Yacushapana,2-53-1,75,12,3.446,649886,9506954,Aprovechable,,,,,,,,,0.000,,,,,,,,,Yacushapana,,,,0.000,,,1
4214,3,2,53,2,Cumala,Cumala,2-53-2,68,13.5,3.187,649883,9506908,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4215,3,2,53,3,Machimango,Machimango,2-53-3,61,15,2.849,649893,9506903,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4216,3,2,53,4,Machimango,Machimango,2-53-4,78,15,4.659,649869,9506839,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4217,3,2,53,5,Cumaceba,Cumaceba,2-53-5,66,11,2.446,649867,9506839,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumaceba,,,,0.000,,,1
4218,3,2,53,6,Cumala,Cumala,2-53-6,60,14,2.573,649892,9506805,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4219,3,2,53,7,Machimango,Machimango,2-53-7,58,12,2.061,649892,9506794,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4220,3,2,53,8,Cumala,Cumala,2-53-8,74,15,4.193,649881,9506756,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4221,3,2,53,9,Tornillo,Tornillo,2-53-9,103,17,9.207,649891,9506648,Aprovechable,,,,,,,,,0.000,,,,,,,,,Tornillo,,,,0.000,,,1
4222,3,2,53,10,Cumala,Cumala,2-53-10,58,14,2.404,649866,9506551,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4223,3,2,53,11,Yacushapana,Yacushapana,2-53-11,70,15,3.752,649896,9506536,Aprovechable,,,,,,,,,0.000,,,,,,,,,Yacushapana,,,,0.000,,,1
4224,3,2,53,12,Cachimbo,Cachimbo,2-53-12,84,15,5.403,649883,9506520,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
4225,3,2,53,13,Quillosisa,Quillosisa,2-53-13,72,14,3.705,649881,9506521,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4226,3,2,53,14,Panguana,Panguana,2-53-14,68,16.5,3.895,649882,9506438,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
4227,3,2,53,15,Cumala,Cumala,2-53-15,74,14,3.914,649877,9506384,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4228,3,2,53,16,Cumala,Cumala,2-53-16,72,15,3.970,649881,9506260,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4229,3,2,53,17,Panguana,Panguana,2-53-17,71,12,3.088,649885,9506249,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
4230,3,2,53,18,Ana caspi,Ana caspi,2-53-18,81,13,4.354,649897,9506074,Aprovechable,,,,,,,,,0.000,,,,,,,,,Ana caspi,,,,0.000,,,1
4231,3,2,53,19,Tangarana,Tangarana,2-53-19,88,13,5.139,649895,9506072,Aprovechable,,,,,,,,,0.000,,,,,,,,,Tangarana,,,,0.000,,,1
4232,3,2,53,20,Quina quina,Quina quina,2-53-20,89,17,6.874,649874,9506009,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quina quina,,,,0.000,,,1
4233,3,2,53,21,Pashaco,Pashaco,2-53-21,84,17,6.124,649888,9505966,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
4234,3,2,53,22,Quillosisa,Quillosisa,2-53-22,63,15.5,3.141,649859,9505897,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4235,3,2,53,23,Quillosisa,Quillosisa,2-53-23,105,14,7.880,649902,9505833,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4236,3,2,53,24,Quillosisa,Quillosisa,2-53-24,72,13,3.440,649894,9505826,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4237,3,2,53,25,Quillosisa,Quillosisa,2-53-25,77,14.5,4.389,649865,9505843,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4238,3,2,53,26,Quillosisa,Quillosisa,2-53-26,75,14,4.020,649857,9505793,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4239,3,2,53,27,Quillosisa,Quillosisa,2-53-27,90,21,8.684,649864,9505781,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4240,3,2,53,28,Aguanillo,Aguanillo,2-53-28,61,13,2.469,649867,9505781,Aprovechable,,,,,,,,,0.000,,,,,,,,,Aguanillo,,,,0.000,,,1
4241,3,2,53,29,Moena,Moena,2-53-29,80,11,3.594,649878,9505748,Aprovechable,,,,,,,,,0.000,,,,,,,,,Moena,,,,0.000,,,1
4242,3,2,53,30,Cumala,Cumala,2-53-30,100,17,8.679,649870,9505679,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4243,3,2,53,31,Tangarana,Tangarana,2-53-31,91,14,5.919,649861,9505663,Aprovechable,,,,,,,,,0.000,,,,,,,,,Tangarana,,,,0.000,,,1
4244,3,2,54,1,Cumaceba,Cumaceba,2-54-1,70,13,3.252,649919,9506878,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumaceba,,,,0.000,,,1
4245,3,2,54,2,Moena,Moena,2-54-2,50,12,1.532,649915,9506804,Semillero,,,,,,,,,0.000,,,,,,,,,Moena,,,,0.000,,,1
4246,3,2,54,3,Machimango,Machimango,2-54-3,50,13,1.659,649913,9506545,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4247,3,2,54,4,Machimango,Machimango,2-54-4,80,14,4.574,649912,9506444,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4248,3,2,54,5,Pashaco,Pashaco,2-54-5,80,14,4.574,649922,9506402,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
4249,3,2,54,6,Pashaco,Pashaco,2-54-6,80,16,5.228,649932,9506368,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
4250,3,2,54,7,Machimango,Machimango,2-54-7,70,13,3.252,649930,9506359,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4251,3,2,54,8,Cachimbo,Cachimbo,2-54-8,58,12,2.061,649928,9506342,Semillero,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
4252,3,2,54,9,Almendro,Almendro,2-54-9,110,14,8.648,649913,9506311,Aprovechable,,,,,,,,,0.000,,,,,,,,,Almendro,,,,0.000,,,1
4253,3,2,54,10,Shihuahuaco,Shihuahuaco,2-54-10,80,10,3.267,649924,9506287,Aprovechable,,,,,,,,,0.000,,,,,,,,,Shihuahuaco,,,,0.000,,,1
4254,3,2,54,11,Mari mari,Mari mari,2-54-11,58,14,2.404,649925,9506275,Aprovechable,,,,,,,,,0.000,,,,,,,,,Mari mari,,,,0.000,,,1
4255,3,2,54,12,Tornillo,Tornillo,2-54-12,115,16,10.802,649927,9506247,Aprovechable,,,,,,,,,0.000,,,,,,,,,Tornillo,,,,0.000,,,1
4256,3,2,54,13,Pashaco,Pashaco,2-54-13,73,14,3.809,649927,9506243,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
4257,3,2,54,14,Tornillo,Tornillo,2-54-14,102,16,8.498,649927,9506242,Aprovechable,,,,,,,,,0.000,,,,,,,,,Tornillo,,,,0.000,,,1
4258,3,2,54,15,Yacushapana,Yacushapana,2-54-15,100,8,4.084,649921,9506100,Aprovechable,,,,,,,,,0.000,,,,,,,,,Yacushapana,,,,0.000,,,1
4259,3,2,54,16,Cachimbo,Cachimbo,2-54-16,64,16,3.346,649928,9506088,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
4260,3,2,54,17,Quillosisa,Quillosisa,2-54-17,50,14,1.787,649932,9506085,Semillero,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4261,3,2,54,18,Quillosisa,Quillosisa,2-54-18,80,15,4.901,649944,9506068,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4262,3,2,54,19,Quillosisa,Quillosisa,2-54-19,80,14,4.574,649936,9506053,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4263,3,2,54,20,Tangarana,Tangarana,2-54-20,70,14,3.502,649931,9506058,Aprovechable,,,,,,,,,0.000,,,,,,,,,Tangarana,,,,0.000,,,1
4264,3,2,54,21,Aguanillo,Aguanillo,2-54-21,63,14,2.837,649928,9506023,Aprovechable,,,,,,,,,0.000,,,,,,,,,Aguanillo,,,,0.000,,,1
4265,3,2,54,22,Quillosisa,Quillosisa,2-54-22,60,14,2.573,649939,9506010,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4266,3,2,54,23,Cumala,Cumala,2-54-23,69,14,3.403,649893,9505908,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4267,3,2,54,24,Cachimbo,Cachimbo,2-54-24,80,14,4.574,649919,9505900,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
4268,3,2,54,25,Shihuahuaco,Shihuahuaco,2-54-25,110,14,8.648,649942,9505779,Aprovechable,,,,,,,,,0.000,,,,,,,,,Shihuahuaco,,,,0.000,,,1
4269,3,2,54,26,Quillosisa,Quillosisa,2-54-26,69,14,3.403,649950,9505770,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4270,3,2,54,27,Cumala,Cumala,2-54-27,60,13,2.389,649927,9505732,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4271,3,2,54,28,Quillosisa,Quillosisa,2-54-28,83,16,5.627,649921,9505723,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4272,3,2,54,29,Quillosisa,Quillosisa,2-54-29,89,16,6.470,649935,9505708,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4273,3,2,54,30,Cumala,Cumala,2-54-30,70,14,3.502,649927,9505684,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4274,3,2,55,1,Mari mari,Mari mari,2-55-1,57,14,2.322,650005,9506950,Aprovechable,,,,,,,,,0.000,,,,,,,,,Mari mari,,,,0.000,,,1
4275,3,2,55,2,Cumaceba,Cumaceba,2-55-2,64,13,2.718,649990,9506916,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumaceba,,,,0.000,,,1
4276,3,2,55,3,Machimango,Machimango,2-55-3,51,12,1.593,649989,9506914,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4277,3,2,55,4,Tornillo,Tornillo,2-55-4,99,16,8.006,649987,9506876,Aprovechable,,,,,,,,,0.000,,,,,,,,,Tornillo,,,,0.000,,,1
4278,3,2,55,5,Yacushapana,Yacushapana,2-55-5,58,16,2.748,649955,9506819,Aprovechable,,,,,,,,,0.000,,,,,,,,,Yacushapana,,,,0.000,,,1
4279,3,2,55,6,Tornillo,Tornillo,2-55-6,86,15,5.664,649982,9506825,Aprovechable,,,,,,,,,0.000,,,,,,,,,Tornillo,,,,0.000,,,1
4280,3,2,55,7,Machimango,Machimango,2-55-7,53,15,2.151,650008,9506793,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4281,3,2,55,8,Panguana,Panguana,2-55-8,93,18,7.948,649996,9506709,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
4282,3,2,55,9,Machimango,Machimango,2-55-9,57,12,1.990,649999,9506697,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4283,3,2,55,10,Machimango,Machimango,2-55-10,50,16,2.042,649985,9506672,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4284,3,2,55,11,Cachimbo,Cachimbo,2-55-11,68,16,3.777,649977,9506641,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
4285,3,2,55,12,Machimango,Machimango,2-55-12,69,13,3.160,649965,9506601,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4286,3,2,55,13,Pashaco,Pashaco,2-55-13,62,15,2.944,649975,9506581,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
4287,3,2,55,14,Tornillo,Tornillo,2-55-14,72,18,4.764,649961,9506530,Aprovechable,,,,,,,,,0.000,,,,,,,,,Tornillo,,,,0.000,,,1
4288,3,2,55,15,Machimango,Machimango,2-55-15,66,15,3.336,649965,9506510,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4289,3,2,55,16,Pashaco,Pashaco,2-55-16,75,15,4.307,650000,9506560,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
4290,3,2,55,18,Añuje rumo,Añuje rumo,2-55-18,63,15,3.039,649977,9506425,Aprovechable,,,,,,,,,0.000,,,,,,,,,Añuje rumo,,,,0.000,,,1
4291,3,2,55,19,Almendro,Almendro,2-55-19,61,13,2.469,649993,9506437,Semillero,,,,,,,,,0.000,,,,,,,,,Almendro,,,,0.000,,,1
4292,3,2,55,20,Cachimbo,Cachimbo,2-55-20,59,16,2.843,649997,9506410,Semillero,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
4293,3,2,55,21,Cumala,Cumala,2-55-21,48,18,2.117,649954,9506291,Semillero,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4294,3,2,55,23,Quillosisa,Quillosisa,2-55-23,64,18,3.764,650005,9506266,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4295,3,2,55,24,Quillosisa,Quillosisa,2-55-24,61,15,2.849,649984,9506232,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4296,3,2,55,26,Panguana,Panguana,2-55-26,82,15,5.149,649994,9506205,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
4297,3,2,55,27,Quina quina,Quina quina,2-55-27,108,19,11.314,649961,9506234,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quina quina,,,,0.000,,,1
4298,3,2,55,29,Quillosisa,Quillosisa,2-55-29,91,16,6.764,649991,9506105,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4299,3,2,55,30,Huayruro,Huayruro,2-55-30,65,16,3.451,649993,9506094,Aprovechable,,,,,,,,,0.000,,,,,,,,,Huayruro,,,,0.000,,,1
4300,3,2,55,31,Moena,Moena,2-55-31,67,14,3.208,649974,9506187,Aprovechable,,,,,,,,,0.000,,,,,,,,,Moena,,,,0.000,,,1
4301,3,2,55,32,Panguana,Panguana,2-55-32,113,18,11.734,649988,9506054,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
4302,3,2,55,33,Machimango,Machimango,2-55-33,49,17,2.084,649975,9505988,Semillero,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4303,3,2,55,34,Cumala,Cumala,2-55-34,57,16,2.654,649987,9505966,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4304,3,2,55,35,Cumala,Cumala,2-55-35,65,19,4.098,649980,9505938,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4305,3,2,55,36,Cumala,Cumala,2-55-36,58,19,3.263,649983,9505931,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4306,3,2,55,37,Cumala,Cumala,2-55-37,70,23,5.753,649974,9505897,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4307,3,2,55,38,Tangarana,Tangarana,2-55-38,67,16,3.667,649966,9505859,Aprovechable,,,,,,,,,0.000,,,,,,,,,Tangarana,,,,0.000,,,1
4308,3,2,55,40,Almendro,Almendro,2-55-40,102,14,7.436,649991,9505841,Aprovechable,,,,,,,,,0.000,,,,,,,,,Almendro,,,,0.000,,,1
4309,3,2,55,43,Mari mari,Mari mari,2-55-43,87,19,7.342,649965,9505711,Aprovechable,,,,,,,,,0.000,,,,,,,,,Mari mari,,,,0.000,,,1
4310,3,2,56,1,Panguana,Panguana,2-56-1,68,15,3.541,650015,9507005,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
4311,3,2,56,2,Cumala,Cumala,2-56-2,62,14,2.747,650020,9506992,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4312,3,2,56,3,Cachimbo,Cachimbo,2-56-3,95,17,7.832,650018,9506983,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
4313,3,2,56,4,Cumala,Cumala,2-56-4,53,11,1.577,650025,9506877,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4314,3,2,56,5,Moena,Moena,2-56-5,50,12,1.532,650023,9506763,Semillero,,,,,,,,,0.000,,,,,,,,,Moena,,,,0.000,,,1
4315,3,2,56,7,Machimango,Machimango,2-56-7,61,15,2.849,650026,9506677,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4316,3,2,56,8,Machimango,Machimango,2-56-8,51,13,1.726,650022,9506674,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4317,3,2,56,9,Machimango,Machimango,2-56-9,73,13,3.537,650011,9506675,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4318,3,2,56,10,Panguana,Panguana,2-56-10,68,17,4.013,650040,9506657,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
4319,3,2,56,11,Quillosisa,Quillosisa,2-56-11,94,13,5.864,650012,9506621,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4320,3,2,56,12,Tornillo,Tornillo,2-56-12,88,16,6.325,650003,9506539,Aprovechable,,,,,,,,,0.000,,,,,,,,,Tornillo,,,,0.000,,,1
4321,3,2,56,13,Cumala,Cumala,2-56-13,60,17,3.124,650043,9506496,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4322,3,2,56,14,Quillosisa,Quillosisa,2-56-14,81,16,5.359,650045,9506469,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4323,3,2,56,15,Tornillo,Tornillo,2-56-15,62,15,2.944,650027,9506458,Semillero,,,,,,,,,0.000,,,,,,,,,Tornillo,,,,0.000,,,1
4324,3,2,56,16,Cumala,Cumala,2-56-16,64,14,2.927,650018,9506401,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4325,3,2,56,17,Quillosisa,Quillosisa,2-56-17,95,16,7.372,650048,9506309,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4326,3,2,56,18,Quillosisa,Quillosisa,2-56-18,110,15,9.266,650022,9506309,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4327,3,2,56,19,Quillosisa,Quillosisa,2-56-19,88,11,4.349,650015,9506307,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4328,3,2,56,20,Almendro,Almendro,2-56-20,76,11,3.244,650022,9506234,Aprovechable,,,,,,,,,0.000,,,,,,,,,Almendro,,,,0.000,,,1
4329,3,2,56,21,Marupa,Marupa,2-56-21,55,15,2.316,650052,9506151,Aprovechable,,,,,,,,,0.000,,,,,,,,,Marupa,,,,0.000,,,1
4330,3,2,56,22,Quillosisa,Quillosisa,2-56-22,76,20,5.897,650032,9506122,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4331,3,2,56,24,Yacushapana,Yacushapana,2-56-24,68,14,3.305,650023,9505975,Aprovechable,,,,,,,,,0.000,,,,,,,,,Yacushapana,,,,0.000,,,1
4332,3,2,56,25,Aguanillo,Aguanillo,2-56-25,68,14,3.305,650002,9505929,Aprovechable,,,,,,,,,0.000,,,,,,,,,Aguanillo,,,,0.000,,,1
4333,3,2,57,1,Quillosisa,Quillosisa,2-57-1,64,13,2.718,650095,9506967,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4334,3,2,57,2,Pashaco,Pashaco,2-57-2,97,10,4.803,650059,9506933,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
4335,3,2,57,3,Cumala,Cumala,2-57-3,63,12,2.431,650052,9506922,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4336,3,2,57,4,Machimango,Machimango,2-57-4,53,13,1.864,650080,9506824,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4337,3,2,57,5,Cumaceba,Cumaceba,2-57-5,100,14,7.147,650034,9506757,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumaceba,,,,0.000,,,1
4338,3,2,57,6,Pashaco,Pashaco,2-57-6,80,14,4.574,650021,9506742,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
4339,3,2,57,7,Tornillo,Tornillo,2-57-7,90,15,6.203,650069,9506667,Aprovechable,,,,,,,,,0.000,,,,,,,,,Tornillo,,,,0.000,,,1
4340,3,2,57,8,Cumala,Cumala,2-57-8,60,15,2.757,650082,9506656,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4341,3,2,57,9,Tornillo,Tornillo,2-57-9,104,20,11.043,650045,9506624,Aprovechable,,,,,,,,,0.000,,,,,,,,,Tornillo,,,,0.000,,,1
4342,3,2,57,10,Machimango,Machimango,2-57-10,63,14,2.837,650060,9506613,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4343,3,2,57,11,Pashaco,Pashaco,2-57-11,65,9,1.941,650086,9506577,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
4344,3,2,57,12,Pashaco,Pashaco,2-57-12,106,16,9.178,650076,9506543,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
4345,3,2,57,13,Quillosisa,Quillosisa,2-57-13,74,14,3.914,650062,9506520,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4346,3,2,57,14,Cachimbo,Cachimbo,2-57-14,60,14,2.573,650095,9506384,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
4347,3,2,57,15,Caimitillo,Caimitillo,2-57-15,57,14,2.322,650062,9506246,Aprovechable,,,,,,,,,0.000,,,,,,,,,Caimitillo,,,,0.000,,,1
4348,3,2,57,16,Cumala,Cumala,2-57-16,58,13,2.233,650058,9506233,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
