N°,PC,Bloq,Faja,N° de árbol,Especie (Exp inicial),Especie Reformulada,Código,Diametro (cm),Alt Cial (m),Volumen (m3),Coord  Este,Coord Norte,Condición 1,Fecha tala-Real,N°OP Parte,Código de Árbol,R,Especie Tala,D1 (cm),D2 (cm),L (m),Vol. (m3) Talado,Condición de Tala,Observación,FECHA-ARRASTRE,Obervacion,Fecha Trozado,N° Parte,CORRELATIVO,Codigo Patio,Especie Trozado,D1 (cm),D2 (cm),L (m),Vol. (m3) Trozado,Condición de Tala,Observación,n° de arboles
4349,3,2,57,17,Copal,Copal,2-57-17,68,14,3.305,650057,9506231,Aprovechable,,,,,,,,,0.000,,,,,,,,,Copal,,,,0.000,,,1
4350,3,2,57,18,Panguana,Panguana,2-57-18,70,15,3.752,650058,9506220,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
4351,3,2,57,19,Yacushapana,Yacushapana,2-57-19,75,15,4.307,650104,9506202,Aprovechable,,,,,,,,,0.000,,,,,,,,,Yacushapana,,,,0.000,,,1
4352,3,2,57,20,Aguanillo,Aguanillo,2-57-20,50,13,1.659,650075,9506165,Aprovechable,,,,,,,,,0.000,,,,,,,,,Aguanillo,,,,0.000,,,1
4353,3,2,57,21,Quillosisa,Quillosisa,2-57-21,70,15,3.752,650092,9506065,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4354,3,2,57,22,Cachimbo,Cachimbo,2-57-22,80,18,5.881,650081,9506020,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
4355,3,2,57,23,Aguanillo,Aguanillo,2-57-23,58,14,2.404,650090,9505931,Aprovechable,,,,,,,,,0.000,,,,,,,,,Aguanillo,,,,0.000,,,1
4356,3,2,57,24,Cumala,Cumala,2-57-24,55,13,2.008,650094,9505922,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4357,3,2,57,25,Cumala,Cumala,2-57-25,48,12,1.411,650077,9505881,Semillero,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4358,3,2,57,26,Mari mari,Mari mari,2-57-26,74,16,4.473,650053,9505878,Aprovechable,,,,,,,,,0.000,,,,,,,,,Mari mari,,,,0.000,,,1
4359,3,2,57,27,Pashaco,Pashaco,2-57-27,60,14,2.573,650050,9505851,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
4360,3,2,57,28,Mari mari,Mari mari,2-57-28,90,16,6.616,650059,9505815,Aprovechable,,,,,,,,,0.000,,,,,,,,,Mari mari,,,,0.000,,,1
4361,3,2,57,29,Almendro,Almendro,2-57-29,64,11,2.300,650076,9505802,Aprovechable,,,,,,,,,0.000,,,,,,,,,Almendro,,,,0.000,,,1
4362,3,2,57,30,Almendro,Almendro,2-57-30,100,12,6.126,650059,9505766,Aprovechable,,,,,,,,,0.000,,,,,,,,,Almendro,,,,0.000,,,1
4363,3,2,58,1,Cachimbo,Cachimbo,2-58-1,57,18,2.986,650134,9506985,Semillero,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
4364,3,2,58,2,Cachimbo,Cachimbo,2-58-2,68,19,4.485,650121,9506935,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
4365,3,2,58,3,Machimango,Machimango,2-58-3,51,18,2.390,650149,9506823,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4366,3,2,58,4,Cumala,Cumala,2-58-4,50,17,2.170,650149,9506800,Semillero,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4367,3,2,58,5,Machimango,Machimango,2-58-5,47,18,2.030,650136,9506787,Semillero,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4368,3,2,58,6,Cumala,Cumala,2-58-6,55,19,2.934,650130,9506749,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4369,3,2,58,7,Quillosisa,Quillosisa,2-58-7,50,15,1.914,650142,9506703,Semillero,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4370,3,2,58,9,Machimango,Machimango,2-58-9,47,18,2.030,650102,9506616,Semillero,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4371,3,2,58,10,Panguana,Panguana,2-58-10,46,17,1.836,650148,9506605,Semillero,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
4372,3,2,58,11,Quillosisa,Quillosisa,2-58-11,48,17,2.000,650159,9506584,Semillero,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4373,3,2,58,13,Pashaco,Pashaco,2-58-13,57,14,2.322,650163,9506589,Semillero,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
4374,3,2,58,14,Panguana,Panguana,2-58-14,61,19,3.609,650170,9506586,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
4375,3,2,58,15,Cumaceba,Cumaceba,2-58-15,45,14,1.447,650156,9506579,Semillero,,,,,,,,,0.000,,,,,,,,,Cumaceba,,,,0.000,,,1
4376,3,2,58,16,Quina quina,Quina quina,2-58-16,68,19,4.485,650118,9506525,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quina quina,,,,0.000,,,1
4377,3,2,58,17,Cumala,Cumala,2-58-17,73,18,4.897,650146,9506492,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4378,3,2,58,20,Quina quina,Quina quina,2-58-20,67,17,3.896,650114,9506391,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quina quina,,,,0.000,,,1
4379,3,2,58,21,Quillosisa,Quillosisa,2-58-21,65,17,3.667,650129,9506360,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4380,3,2,58,22,Remo caspi,Remo caspi,2-58-22,64,17,3.555,650145,9506301,Aprovechable,,,,,,,,,0.000,,,,,,,,,Remo caspi,,,,0.000,,,1
4381,3,2,58,23,Aguanillo,Aguanillo,2-58-23,50,17,2.170,650145,9506300,Aprovechable,,,,,,,,,0.000,,,,,,,,,Aguanillo,,,,0.000,,,1
4382,3,2,58,24,Quillosisa,Quillosisa,2-58-24,71,14,3.603,650129,9506267,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4383,3,2,58,25,Caimitillo,Caimitillo,2-58-25,48,14,1.647,650137,9506171,Semillero,,,,,,,,,0.000,,,,,,,,,Caimitillo,,,,0.000,,,1
4384,3,2,58,26,Quillosisa,Quillosisa,2-58-26,56,15,2.401,650119,9506175,Semillero,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4385,3,2,58,27,Pashaco,Pashaco,2-58-27,82,14,4.806,650091,9506141,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
4386,3,2,58,28,Mari mari,Mari mari,2-58-28,75,18,5.169,650099,9506127,Aprovechable,,,,,,,,,0.000,,,,,,,,,Mari mari,,,,0.000,,,1
4387,3,2,58,29,Almendro,Almendro,2-58-29,51,13,1.726,650130,9506106,Semillero,,,,,,,,,0.000,,,,,,,,,Almendro,,,,0.000,,,1
4388,3,2,58,30,Mari mari,Mari mari,2-58-30,73,15,4.081,650135,9506007,Aprovechable,,,,,,,,,0.000,,,,,,,,,Mari mari,,,,0.000,,,1
4389,3,2,58,31,Almendro,Almendro,2-58-31,140,14,14.008,650152,9506014,Aprovechable,,,,,,,,,0.000,,,,,,,,,Almendro,,,,0.000,,,1
4390,3,2,58,32,Pashaco,Pashaco,2-58-32,89,18,7.279,650125,9505956,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
4391,3,2,58,33,Machimango,Machimango,2-58-33,58,17,2.920,650145,9505934,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4392,3,2,58,34,Quillosisa,Quillosisa,2-58-34,93,17,7.506,650110,9505894,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4393,3,2,58,35,Quina quina,Quina quina,2-58-35,57,19,3.151,650134,9505866,Semillero,,,,,,,,,0.000,,,,,,,,,Quina quina,,,,0.000,,,1
4394,3,2,58,36,Yacushapana,Yacushapana,2-58-36,98,19,9.316,650153,9505849,Aprovechable,,,,,,,,,0.000,,,,,,,,,Yacushapana,,,,0.000,,,1
4395,3,2,58,37,Quina quina,Quina quina,2-58-37,94,18,8.120,650160,9505845,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quina quina,,,,0.000,,,1
4396,3,2,58,38,Aguanillo,Aguanillo,2-58-38,47,18,2.030,650110,9505854,Semillero,,,,,,,,,0.000,,,,,,,,,Aguanillo,,,,0.000,,,1
4397,3,2,59,1,Mashonaste,Mashonaste,2-59-1,94,16,7.217,650205,9506985,Aprovechable,,,,,,,,,0.000,,,,,,,,,Mashonaste,,,,0.000,,,1
4398,3,2,59,2,Cachimbo,Cachimbo,2-59-2,63,15,3.039,650233,9506956,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
4399,3,2,59,3,Cachimbo,Cachimbo,2-59-3,61,14,2.659,650174,9506883,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
4400,3,2,59,4,Machimango,Machimango,2-59-4,64,13,2.718,650171,9506870,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4401,3,2,59,5,Panguana,Panguana,2-59-5,58,16,2.748,650177,9506809,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
4402,3,2,59,6,Machimango,Machimango,2-59-6,68,17,4.013,650204,9506806,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4403,3,2,59,7,Tornillo,Tornillo,2-59-7,63,17,3.445,650172,9506631,Semillero,,,,,,,,,0.000,,,,,,,,,Tornillo,,,,0.000,,,1
4404,3,2,59,8,Mari mari,Mari mari,2-59-8,55,14,2.162,650204,9506680,Aprovechable,,,,,,,,,0.000,,,,,,,,,Mari mari,,,,0.000,,,1
4405,3,2,59,9,Machimango,Machimango,2-59-9,54,14,2.084,650177,9506613,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4406,3,2,59,10,Machimango,Machimango,2-59-10,60,14,2.573,650178,9506621,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4407,3,2,59,11,Cumaceba,Cumaceba,2-59-11,54,11,1.638,650164,9506552,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumaceba,,,,0.000,,,1
4408,3,2,59,12,Machimango,Machimango,2-59-12,52,13,1.795,650203,9506612,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4409,3,2,59,13,Machimango,Machimango,2-59-13,64,12,2.509,650182,9506578,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4410,3,2,59,14,Cumala,Cumala,2-59-14,73,17,4.625,650188,9506517,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4411,3,2,59,15,Cachimbo,Cachimbo,2-59-15,95,13,5.990,650201,9506538,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
4412,3,2,59,16,Cumala,Cumala,2-59-16,63,14,2.837,650202,9506530,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4413,3,2,59,17,Cumaceba,Cumaceba,2-59-17,77,17,5.146,650161,9506347,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumaceba,,,,0.000,,,1
4414,3,2,59,18,Cachimbo,Cachimbo,2-59-18,63,16,3.242,650190,9506335,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
4415,3,2,59,19,Quillosisa,Quillosisa,2-59-19,87,18,6.955,650210,9506228,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4416,3,2,59,20,Almendro,Almendro,2-59-20,57,17,2.820,650186,9506202,Semillero,,,,,,,,,0.000,,,,,,,,,Almendro,,,,0.000,,,1
4417,3,2,59,21,Cumala,Cumala,2-59-21,60,15,2.757,650179,9506160,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4418,3,2,59,22,Cachimbo,Cachimbo,2-59-22,90,13,5.376,650165,9506134,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
4419,3,2,59,23,Quillosisa,Quillosisa,2-59-23,71,16,4.118,650172,9506109,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4420,3,2,59,24,Quillosisa,Quillosisa,2-59-24,62,10,1.962,650188,9505996,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4421,3,2,59,25,Mari mari,Mari mari,2-59-25,54,13,1.935,650189,9505896,Aprovechable,,,,,,,,,0.000,,,,,,,,,Mari mari,,,,0.000,,,1
4422,3,2,59,26,Mari mari,Mari mari,2-59-26,81,20,6.699,650176,9505895,Aprovechable,,,,,,,,,0.000,,,,,,,,,Mari mari,,,,0.000,,,1
4423,3,2,59,27,Mashonaste,Mashonaste,2-59-27,65,15,3.235,650186,9505888,Aprovechable,,,,,,,,,0.000,,,,,,,,,Mashonaste,,,,0.000,,,1
4424,3,2,59,28,Quillosisa,Quillosisa,2-59-28,53,13,1.864,650163,9505848,Semillero,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4425,3,2,60,1,Pashaco,Pashaco,2-60-1,64,15,3.137,650220,9505872,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
4426,3,2,60,2,Quillosisa,Quillosisa,2-60-2,92,15,6.481,650258,9505901,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4427,3,2,60,3,Quillosisa,Quillosisa,2-60-3,52,15,2.071,650258,9505901,Semillero,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4428,3,2,60,4,Quillosisa,Quillosisa,2-60-4,65,14,3.020,650246,9505902,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4429,3,2,60,5,Aguanillo,Aguanillo,2-60-5,82,16,5.492,650235,9505907,Aprovechable,,,,,,,,,0.000,,,,,,,,,Aguanillo,,,,0.000,,,1
4430,3,2,60,6,Pashaco,Pashaco,2-60-6,63,15,3.039,650191,9505941,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
4431,3,2,60,7,Almendro,Almendro,2-60-7,110,15,9.266,650190,9505990,Aprovechable,,,,,,,,,0.000,,,,,,,,,Almendro,,,,0.000,,,1
4432,3,2,60,10,Mari mari,Mari mari,2-60-10,70,18,4.503,650221,9506035,Aprovechable,,,,,,,,,0.000,,,,,,,,,Mari mari,,,,0.000,,,1
4433,3,2,60,11,Ana caspi,Ana caspi,2-60-11,57,13,2.156,650213,9506040,Semillero,,,,,,,,,0.000,,,,,,,,,Ana caspi,,,,0.000,,,1
4434,3,2,60,12,Huayruro,Huayruro,2-60-12,82,16,5.492,650201,9506045,Aprovechable,,,,,,,,,0.000,,,,,,,,,Huayruro,,,,0.000,,,1
4435,3,2,60,13,Quillosisa,Quillosisa,2-60-13,110,14,8.648,650200,9506060,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4436,3,2,60,14,Quillosisa,Quillosisa,2-60-14,115,17,11.478,650229,9506085,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4437,3,2,60,15,Quillosisa,Quillosisa,2-60-15,89,14,5.661,650206,9506093,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4438,3,2,60,16,Cumala,Cumala,2-60-16,60,16,2.941,650237,9506161,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4439,3,2,60,17,Quillosisa,Quillosisa,2-60-17,100,14,7.147,650243,9506163,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4440,3,2,60,18,Aguanillo,Aguanillo,2-60-18,61,14,2.659,650235,9506172,Aprovechable,,,,,,,,,0.000,,,,,,,,,Aguanillo,,,,0.000,,,1
4441,3,2,60,19,Quina quina,Quina quina,2-60-19,67,16,3.667,650221,9506138,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quina quina,,,,0.000,,,1
4442,3,2,60,21,Panguana,Panguana,2-60-21,50,14,1.787,650228,9506213,Semillero,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
4443,3,2,60,23,Cumala,Cumala,2-60-23,64,16,3.346,650222,9506297,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4444,3,2,60,24,Palisangre,Palisangre,2-60-24,57,15,2.488,650215,9506310,Aprovechable,,,,,,,,,0.000,,,,,,,,,Palisangre,,,,0.000,,,1
4445,3,2,60,25,Chontaquiro,Chontaquiro,2-60-25,51,14,1.859,650228,9506434,Aprovechable,,,,,,,,,0.000,,,,,,,,,Chontaquiro,,,,0.000,,,1
4446,3,2,60,26,Cumala,Cumala,2-60-26,63,14,2.837,650214,9506465,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4447,3,2,60,27,Cumala,Cumala,2-60-27,50,12,1.532,650223,9506475,Semillero,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4448,3,2,60,28,Ana caspi,Ana caspi,2-60-28,92,12,5.185,650233,9506500,Aprovechable,,,,,,,,,0.000,,,,,,,,,Ana caspi,,,,0.000,,,1
4449,3,2,60,29,Cachimbo,Cachimbo,2-60-29,91,12,5.073,650220,9506535,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
4450,3,2,60,30,Almendro,Almendro,2-60-30,62,13,2.551,650212,9506586,Aprovechable,,,,,,,,,0.000,,,,,,,,,Almendro,,,,0.000,,,1
4451,3,2,60,31,Yacushapana,Yacushapana,2-60-31,55,10,1.544,650214,9506595,Semillero,,,,,,,,,0.000,,,,,,,,,Yacushapana,,,,0.000,,,1
4452,3,2,60,32,Requia,Requia,2-60-32,63,7,1.418,650219,9506610,Aprovechable,,,,,,,,,0.000,,,,,,,,,Requia,,,,0.000,,,1
4453,3,2,60,33,Cumala,Cumala,2-60-33,69,16,3.889,650226,9506612,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4454,3,2,60,34,Mari mari,Mari mari,2-60-34,64,12,2.509,650228,9506613,Aprovechable,,,,,,,,,0.000,,,,,,,,,Mari mari,,,,0.000,,,1
4455,3,2,60,36,Almendro,Almendro,2-60-36,130,12,10.353,650235,9506878,Aprovechable,,,,,,,,,0.000,,,,,,,,,Almendro,,,,0.000,,,1
4456,3,2,60,37,Machimango,Machimango,2-60-37,64,14,2.927,650235,9506876,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4457,3,2,60,38,Mari mari,Mari mari,2-60-38,80,13,4.247,650237,9506885,Aprovechable,,,,,,,,,0.000,,,,,,,,,Mari mari,,,,0.000,,,1
4458,3,2,60,39,Cumala,Cumala,2-60-39,54,14,2.084,650226,9506976,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4459,3,2,60,40,Moena,Moena,2-60-40,81,14,4.689,650220,9506983,Aprovechable,,,,,,,,,0.000,,,,,,,,,Moena,,,,0.000,,,1
4460,3,2,61,1,Quillosisa,Quillosisa,2-61-1,61,14,2.659,650264,9505938,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4461,3,2,61,2,Machimango,Machimango,2-61-2,50,14,1.787,650275,9505957,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4462,3,2,61,3,Pashaco,Pashaco,2-61-3,98,16,7.845,650282,9506000,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
4463,3,2,61,4,Yacushapana,Yacushapana,2-61-4,62,14,2.747,650269,9506067,Aprovechable,,,,,,,,,0.000,,,,,,,,,Yacushapana,,,,0.000,,,1
4464,3,2,61,5,Pashaco,Pashaco,2-61-5,85,14,5.164,650243,9506099,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
4465,3,2,61,6,Quina quina,Quina quina,2-61-6,70,14,3.502,650255,9506125,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quina quina,,,,0.000,,,1
4466,3,2,61,7,Cumala,Cumala,2-61-7,60,14,2.573,650247,9506116,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4467,3,2,61,8,Quillosisa,Quillosisa,2-61-8,79,14,4.461,650259,9506135,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4468,3,2,61,9,Aguanillo,Aguanillo,2-61-9,50,12,1.532,650275,9506264,Aprovechable,,,,,,,,,0.000,,,,,,,,,Aguanillo,,,,0.000,,,1
4469,3,2,61,10,Cumala,Cumala,2-61-10,67,14,3.208,650303,9506278,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4470,3,2,61,11,Quina quina,Quina quina,2-61-11,95,16,7.372,650265,9506339,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quina quina,,,,0.000,,,1
4471,3,2,61,12,Remo caspi,Remo caspi,2-61-12,80,16,5.228,650260,9506346,Aprovechable,,,,,,,,,0.000,,,,,,,,,Remo caspi,,,,0.000,,,1
4472,3,2,61,13,Quillosisa,Quillosisa,2-61-13,56,12,1.921,650258,9506362,Semillero,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4473,3,2,61,14,Marupa,Marupa,2-61-14,52,13,1.795,650256,9506380,Semillero,,,,,,,,,0.000,,,,,,,,,Marupa,,,,0.000,,,1
4474,3,2,61,15,Quillosisa,Quillosisa,2-61-15,70,14,3.502,650277,9506437,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4475,3,2,61,16,Huayruro,Huayruro,2-61-16,70,14,3.502,650277,9506439,Aprovechable,,,,,,,,,0.000,,,,,,,,,Huayruro,,,,0.000,,,1
4476,3,2,61,17,Pashaco,Pashaco,2-61-17,58,12,2.061,650263,9506531,Semillero,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
4477,3,2,61,18,Quillosisa,Quillosisa,2-61-18,50,13,1.659,650287,9506692,Semillero,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4478,3,2,61,20,Pashaco,Pashaco,2-61-20,64,14,2.927,650279,9506749,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
4479,3,2,61,21,Cumala,Cumala,2-61-21,56,14,2.241,650305,9506763,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4480,3,2,61,22,Azucar huayo,Azucar huayo,2-61-22,54,14,2.084,650276,9506791,Semillero,,,,,,,,,0.000,,,,,,,,,Azucar huayo,,,,0.000,,,1
4481,3,2,61,23,Quina quina,Quina quina,2-61-23,80,16,5.228,650271,9506843,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quina quina,,,,0.000,,,1
4482,3,2,61,24,Pashaco,Pashaco,2-61-24,65,12,2.588,650272,9506902,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
4483,3,2,61,25,Cumaceba,Cumaceba,2-61-25,70,14,3.502,650264,9506907,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumaceba,,,,0.000,,,1
4484,3,2,61,26,Ana caspi,Ana caspi,2-61-26,68,12,2.833,650244,9506908,Aprovechable,,,,,,,,,0.000,,,,,,,,,Ana caspi,,,,0.000,,,1
4485,3,2,61,27,Cumala,Cumala,2-61-27,50,13,1.659,650253,9506925,Semillero,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4486,3,2,61,28,Cachimbo,Cachimbo,2-61-28,60,14,2.573,650244,9506966,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
4487,3,2,61,29,Cachimbo,Cachimbo,2-61-29,70,16,4.002,650271,9506990,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
4488,3,2,62,1,Pashaco,Pashaco,2-62-1,72,16,4.234,650320,9505981,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
4489,3,2,62,2,Machimango,Machimango,2-62-2,55,15,2.316,650338,9505994,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
4490,3,2,62,3,Cachimbo,Cachimbo,2-62-3,99,18,9.006,650354,9505985,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
4491,3,2,62,4,Aguanillo,Aguanillo,2-62-4,50,16,2.042,650365,9505988,Aprovechable,,,,,,,,,0.000,,,,,,,,,Aguanillo,,,,0.000,,,1
4492,3,2,62,5,Quillosisa,Quillosisa,2-62-5,69,20,4.861,650359,9506008,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4493,3,2,62,6,Tangarana,Tangarana,2-62-6,64,15,3.137,650346,9506024,Aprovechable,,,,,,,,,0.000,,,,,,,,,Tangarana,,,,0.000,,,1
4494,3,2,62,7,Panguana,Panguana,2-62-7,89,14,5.661,650329,9506011,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
4495,3,2,62,8,Quillosisa,Quillosisa,2-62-8,97,18,8.646,650337,9506042,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4496,3,2,62,9,Quillosisa,Quillosisa,2-62-9,80,20,6.535,650346,9506091,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4497,3,2,62,10,Palisangre,Palisangre,2-62-10,65,14,3.020,650380,9506103,Aprovechable,,,,,,,,,0.000,,,,,,,,,Palisangre,,,,0.000,,,1
4498,3,2,62,11,Quillosisa,Quillosisa,2-62-11,106,17,9.751,650296,9506128,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillosisa,,,,0.000,,,1
4499,3,2,62,12,Cumala,Cumala,2-62-12,54,16,2.382,650305,9506137,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4500,3,2,62,13,Yacushapana,Yacushapana,2-62-13,75,18,5.169,650333,9506169,Aprovechable,,,,,,,,,0.000,,,,,,,,,Yacushapana,,,,0.000,,,1
4501,3,2,62,14,Cumala,Cumala,2-62-14,54,15,2.233,650316,9506226,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4502,3,2,62,15,Cumala,Cumala,2-62-15,51,16,2.125,650342,9506315,Semillero,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
4503,3,2,62,16,Cachimbo,Cachimbo,2-62-16,56,17,2.722,650358,9506328,Semillero,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
4504,3,2,62,17,Loro caspi,Loro caspi,2-62-17,60,17,3.124,650320,9506347,Aprovechable,,,,,,,,,0.000,,,,,,,,,Loro caspi,,,,0.000,,,1
