,Especie,Dap,HC,HT,CF,VOL M3,ESTE,NORTE,Condicion,Dap_Outlier,HT_Outlier,Color,Dap_z,HT_z,HT_zscore,Dap_zscore
802,Zapotillo,52.0,20.0,25.0,1,2.761,674898.0,9631057.0,True,False,False,Inlier,-0.5584405031233399,1.2744232379284293,1.2744232379284293,-0.5584405031233399
803,Copal,60.0,19.0,24.0,1,0.0,674860.0,9631090.0,False,False,False,Inlier,-0.5227139552760596,1.3244150872046463,1.3244150872046463,-0.5227139552760596
804,Cumala blanca,50.0,20.0,23.0,1,2.553,674866.0,9631158.0,True,False,False,Inlier,-0.6698962504419506,0.9713533411618802,0.9713533411618802,-0.6698962504419506
805,Palisangre,70.0,20.0,24.0,1,5.003,674874.0,9631169.0,True,False,False,Inlier,-0.413947615785078,1.4876396033581298,1.4876396033581298,-0.413947615785078
806,Cumala blanca,48.0,19.0,23.0,1,2.235,674896.0,9631198.0,True,False,False,Inlier,-0.8922909570664038,0.9713533411618802,0.9713533411618802,-0.8922909570664038
807,Cumala blanca,66.0,13.0,18.0,2,2.891,674894.0,9631211.0,True,False,False,Inlier,1.1092614025536756,-1.2244005933735909,-1.2244005933735909,1.1092614025536756
808,Machimango,53.0,20.0,24.0,1,0.0,674907.0,9631248.0,False,False,False,Inlier,-0.8898894203355464,1.430882649868427,1.430882649868427,-0.8898894203355464
809,Canela moena,56.0,14.0,18.0,2,2.241,674846.0,9631265.0,True,False,False,Inlier,0.2688829578122129,-0.09354923076342975,-0.09354923076342975,0.2688829578122129
810,Mari mari,45.0,19.0,22.0,1,0.0,674856.0,9631308.0,False,False,False,Inlier,-1.3957493023274192,0.3209402097564872,0.3209402097564872,-1.3957493023274192
811,Cumala llorona,53.0,16.0,21.0,2,2.294,674879.0,9631335.0,True,False,False,Inlier,-0.6008540318342206,0.3122956332560403,0.3122956332560403,-0.6008540318342206
812,Caimitillo,64.0,18.0,23.0,1,3.764,674885.0,9631339.0,True,False,False,Inlier,0.08098837900136013,1.5188686662501323,1.5188686662501323,0.08098837900136013
813,Caimitillo,50.0,20.0,24.0,1,0.0,674891.0,9631339.0,False,False,False,Inlier,-1.2628187985026895,1.9689038266205419,1.9689038266205419,-1.2628187985026895
814,Tornillo,130.0,16.0,24.0,1,13.804,674863.0,9631359.0,True,False,False,Inlier,0.564911765769398,0.3236694374850749,0.3236694374850749,0.564911765769398
815,Marupa,70.0,19.0,24.0,1,4.753,674851.0,9631341.0,True,False,False,Inlier,1.2859770800025778,1.2930390059822336,1.2930390059822336,1.2859770800025778
816,Tornillo,66.0,21.0,26.0,1,0.0,674837.0,9631343.0,False,False,False,Inlier,-1.4014560122363184,0.9710083124552246,0.9710083124552246,-1.4014560122363184
817,Almendro,100.0,18.0,21.0,2,9.189,674841.0,9631377.0,True,False,False,Inlier,1.0775996224950402,1.0570148866582123,1.0570148866582123,1.0775996224950402
818,Machimango,86.0,20.0,25.0,1,7.551,674845.0,9631376.0,True,False,False,Inlier,2.2836081679244993,1.8911665791967323,1.8911665791967323,2.2836081679244993
819,Cumala llorona,60.0,16.0,19.0,1,2.941,674895.0,9631440.0,True,False,False,Inlier,0.1100155269555618,-0.504001863571629,-0.504001863571629,0.1100155269555618
820,Machimango,50.0,19.0,23.0,1,2.425,674851.0,9631460.0,True,False,False,Inlier,-1.1783892010864596,0.970598720540122,0.970598720540122,-1.1783892010864596
821,Anuje rumo,76.0,21.0,25.0,1,6.192,674862.0,9631533.0,True,False,True,Inlier,1.1381524651616493,2.2587224688041747,2.2587224688041747,1.1381524651616493
822,Pashaco,60.0,18.0,23.0,1,3.308,674883.0,9631534.0,True,False,False,Inlier,-0.9393597480568243,0.9974676467178486,0.9974676467178486,-0.9393597480568243
823,Caimitillo,77.0,17.0,23.0,1,5.146,674861.0,9631535.0,True,False,False,Inlier,1.328809329540835,1.5188686662501323,1.5188686662501323,1.328809329540835
824,Pashaco,90.0,18.0,23.0,1,7.443,674853.0,9631571.0,True,False,False,Inlier,1.0269499053447113,0.9974676467178486,0.9974676467178486,1.0269499053447113
825,Anuje rumo,60.0,10.0,19.0,2,1.838,674851.0,9631574.0,True,False,False,Inlier,-0.37860393057048203,-0.29119418587370977,-0.29119418587370977,-0.37860393057048203
826,Palisangre,90.0,20.0,25.0,1,8.27,674866.0,9631586.0,True,False,False,Inlier,0.7989359333465094,1.9182084641674748,1.9182084641674748,0.7989359333465094
827,Caimitillo,63.0,10.0,21.0,2,2.026,674849.0,9631595.0,True,False,False,Inlier,-0.014997847963214841,0.6187983455093131,0.6187983455093131,-0.014997847963214841
828,Cumala llorona,47.0,18.0,22.0,1,2.03,674851.0,9631622.0,True,False,False,Inlier,-1.210170796511177,0.720444381669875,0.720444381669875,-1.210170796511177
829,Huayruro,65.0,11.0,18.0,2,2.373,674853.0,9631629.0,True,False,False,Inlier,-0.368330073536581,-1.5874507866387544,-1.5874507866387544,-0.368330073536581
830,Anuje rumo,66.0,20.0,25.0,1,0.0,674884.0,9631635.0,False,False,True,Inlier,0.19017971782906717,2.2587224688041747,2.2587224688041747,0.19017971782906717
831,Cumala blanca,50.0,18.0,24.0,1,0.0,674875.0,9631630.0,False,False,False,Inlier,-0.6698962504419506,1.4105041280689745,1.4105041280689745,-0.6698962504419506
832,Caimitillo,60.0,12.0,19.0,1,2.205,674888.0,9631667.0,True,False,False,Inlier,-0.3029565288569398,-0.281271975231506,-0.281271975231506,-0.3029565288569398
833,Anuje rumo,70.0,19.0,22.0,1,4.753,674898.0,9631669.0,True,False,False,Inlier,0.5693688167620999,0.9837641414652325,0.9837641414652325,0.5693688167620999
834,Marupa,63.0,16.0,20.0,1,3.242,674884.0,9631669.0,True,False,False,Inlier,0.5462314598089925,-0.2873420013293849,-0.2873420013293849,0.5462314598089925
835,Panguana,63.0,19.0,23.0,1,3.85,674885.0,9631689.0,True,False,False,Inlier,-0.8966209963125052,0.8129164448831931,0.8129164448831931,-0.8966209963125052
836,Huayruro,64.0,18.0,21.0,2,3.764,674867.0,9631724.0,True,False,False,Inlier,-0.4699383696846033,0.22677868380553634,0.22677868380553634,-0.4699383696846033
837,Machimango,50.0,16.0,20.0,2,2.042,674889.0,9631820.0,True,False,False,Inlier,-1.1783892010864596,-0.41025306744479323,-0.41025306744479323,-1.1783892010864596
838,Cumala llorona,73.0,17.0,21.0,1,4.625,674887.0,9631838.0,True,False,False,Inlier,1.4302018504223004,0.3122956332560403,0.3122956332560403,1.4302018504223004
839,Caimitillo,80.0,12.0,16.0,1,3.921,674871.0,9631835.0,True,False,False,Inlier,1.6167680104345599,-1.6313774563427348,-1.6313774563427348,1.6167680104345599
840,Cumala blanca,50.0,20.0,24.0,1,2.553,674858.0,9631844.0,True,False,False,Inlier,-0.6698962504419506,1.4105041280689745,1.4105041280689745,-0.6698962504419506
841,Cumala blanca,55.0,18.0,21.0,2,2.78,674861.0,9631856.0,True,False,False,Inlier,-0.11390948388081742,0.09305176734769184,0.09305176734769184,-0.11390948388081742
842,Zapotillo,49.0,10.0,16.0,1,1.226,674864.0,9631854.0,True,False,False,Inlier,-0.8953766726055785,-2.0825940717367004,-2.0825940717367004,-0.8953766726055785
843,Pashaco,100.0,20.0,25.0,2,10.21,674846.0,9631856.0,True,False,False,Inlier,1.6823864564785567,1.861416002142757,1.861416002142757,1.6823864564785567
844,Palisangre,90.0,18.0,24.0,1,7.443,674851.0,9631903.0,True,False,False,Inlier,0.7989359333465094,1.4876396033581298,1.4876396033581298,0.7989359333465094
845,Copal,110.0,12.0,18.0,1,7.413,674846.0,9631921.0,True,False,False,Inlier,1.89616552173505,-0.7376489093291692,-0.7376489093291692,1.89616552173505
846,Charapilla,90.0,19.0,23.0,2,7.857,674864.0,9631939.0,True,False,False,Inlier,0.986545088365517,0.9319242757868501,0.9319242757868501,0.986545088365517
847,Anuje rumo,65.0,22.0,25.0,1,0.0,674855.0,9631957.0,False,False,True,Inlier,0.09538244309580897,2.2587224688041747,2.2587224688041747,0.09538244309580897
848,Anuje rumo,65.0,18.0,22.0,1,3.882,674852.0,9631464.0,True,False,False,Inlier,0.09538244309580897,0.9837641414652325,0.9837641414652325,0.09538244309580897
849,Anuje rumo,52.0,16.0,21.0,1,2.209,674845.0,9631979.0,True,False,False,Inlier,-1.1369821284365476,0.5587780323522518,0.5587780323522518,-1.1369821284365476
850,Panguana,56.0,18.0,23.0,2,2.882,674858.0,9631890.0,True,False,False,Inlier,-1.2488141033870839,0.8129164448831931,0.8129164448831931,-1.2488141033870839
851,Zapotillo,66.0,23.0,27.0,1,0.0,674893.0,9632111.0,False,False,False,Inlier,1.0139282877937739,2.0204270845206804,2.0204270845206804,1.0139282877937739
852,Almendro,70.0,18.0,22.0,2,4.503,674904.0,9632097.0,True,False,False,Inlier,-0.3738921116132299,1.5298248242500587,1.5298248242500587,-0.3738921116132299
853,Azucar huayo,63.0,19.0,23.0,1,3.85,674900.0,9632168.0,True,False,False,Inlier,0.1927101252337946,0.9286858484788528,0.9286858484788528,0.1927101252337946
854,Panguana,63.0,19.0,22.0,2,3.85,674890.0,9632178.0,True,False,False,Inlier,-0.8966209963125052,0.3545699387256483,0.3545699387256483,-0.8966209963125052
855,Almendro,87.0,10.0,17.0,2,3.864,674880.0,9632178.0,True,False,False,Inlier,0.4486198710481232,-0.8342248637091734,-0.8342248637091734,0.4486198710481232
856,Machimango,60.0,16.0,20.0,2,2.941,674877.0,9632172.0,True,False,False,Inlier,-0.21672326525008218,-0.41025306744479323,-0.41025306744479323,-0.21672326525008218
857,Machimango,67.0,18.0,22.0,2,4.125,674851.0,9632199.0,True,False,False,Inlier,0.4564428898353821,0.5103147912118169,0.5103147912118169,0.4564428898353821
858,Ana caspi,150.0,20.0,25.0,1,22.973,674831.0,9632206.0,True,True,True,Inlier,4.071581703770301,1.7634392159466574,1.7634392159466574,4.071581703770301
859,Palisangre,60.0,19.0,23.0,2,3.492,674799.0,9631984.0,True,False,False,Inlier,-1.0203893903508716,1.0570707425487849,1.0570707425487849,-1.0203893903508716
860,Pashaco,75.0,17.0,22.0,2,4.882,674807.0,9631719.0,True,False,False,Inlier,0.04379507864394352,0.5654934690053944,0.5654934690053944,0.04379507864394352
861,Panguana,63.0,24.0,28.0,1,0.0,674812.0,9631585.0,False,False,True,Inlier,-0.8966209963125052,3.104648975670917,3.104648975670917,-0.8966209963125052
862,Anuje rumo,65.0,18.0,23.0,1,3.882,674836.0,9631569.0,True,False,False,Inlier,0.09538244309580897,1.4087502505782132,1.4087502505782132,0.09538244309580897
863,Copal,54.0,16.0,20.0,1,2.382,674838.0,9631570.0,True,False,False,Inlier,-0.8129794925173928,-0.05029424381789737,-0.05029424381789737,-0.8129794925173928
864,Almendro,60.0,18.0,23.0,1,0.0,674802.0,9631335.0,False,False,False,Inlier,-0.8577226896493199,2.002634761841905,2.002634761841905,-0.8577226896493199
865,Palisangre,95.0,18.0,24.0,1,8.293,674803.0,9631217.0,True,False,False,Inlier,1.1021568206294061,1.4876396033581298,1.4876396033581298,1.1021568206294061
866,Machimango,70.0,18.0,23.0,1,4.503,674804.0,9631217.0,True,False,False,Inlier,0.7449426705862954,0.970598720540122,0.970598720540122,0.7449426705862954
867,Cumala llorona,52.0,19.0,23.0,2,2.623,674824.0,9631166.0,True,False,False,Inlier,-0.7024068259470466,1.1285931300837095,1.1285931300837095,-0.7024068259470466
868,Copal,58.0,20.0,24.0,1,3.435,674827.0,9631157.0,True,False,False,Inlier,-0.619469134356504,1.3244150872046463,1.3244150872046463,-0.619469134356504
869,Tornillo,110.0,22.0,26.0,1,13.59,674815.0,9631147.0,True,False,False,Inlier,-0.049578164857388335,0.9710083124552246,0.9710083124552246,-0.049578164857388335
870,Ana caspi,80.0,19.0,23.0,2,6.208,674821.0,9631122.0,True,False,False,Inlier,0.26260637368884543,0.7821706199763404,0.7821706199763404,0.26260637368884543
871,Aguanillo,58.0,18.0,22.0,1,3.091,674833.0,9631123.0,True,False,False,Inlier,0.4782197246537195,,,0.4782197246537195
872,Cumala blanca,59.0,17.0,20.0,2,3.021,674847.0,9631137.0,True,False,False,Inlier,0.3308799293680891,-0.34609901955940237,-0.34609901955940237,0.3308799293680891
873,Cumala blanca,53.0,20.0,24.0,1,0.0,674826.0,9631081.0,False,False,False,Inlier,-0.33630419050527066,1.4105041280689745,1.4105041280689745,-0.33630419050527066
874,Zapotillo,53.0,19.0,23.0,1,2.725,674779.0,9631043.0,True,False,False,Inlier,-0.4461284466292603,0.5284193913361783,0.5284193913361783,-0.4461284466292603
875,Mashonaste,46.0,8.0,16.0,1,0.864,674770.0,9630990.0,True,False,False,Inlier,-0.8928171609407275,-1.7293113027975637,-1.7293113027975637,-0.8928171609407275
876,Anuje rumo,80.0,19.0,22.0,1,6.208,674827.0,9630903.0,True,False,False,Inlier,1.517341564094682,0.9837641414652325,0.9837641414652325,1.517341564094682
877,Pashaco,70.0,18.0,22.0,2,4.503,674808.0,9630885.0,True,False,False,Inlier,-0.2839231969229791,0.5654934690053944,0.5654934690053944,-0.2839231969229791
878,Machimango,57.0,19.0,23.0,1,0.0,674781.0,9630852.0,False,False,False,Inlier,-0.5052230460009954,0.970598720540122,0.970598720540122,-0.5052230460009954
879,Cachimbo,77.0,19.0,24.0,1,5.751,674790.0,9630806.0,True,False,False,Inlier,-0.1516384611418027,1.1062370934996966,1.1062370934996966,-0.1516384611418027
880,Aguanillo,46.0,14.0,18.0,2,1.512,674806.0,9630708.0,True,False,False,Inlier,-1.010105004443142,,,-1.010105004443142
881,Aguanillo,50.0,14.0,18.0,2,1.787,674799.0,9630645.0,True,False,False,Inlier,-0.5139967614108548,,,-0.5139967614108548
882,Almendro,78.0,19.0,24.0,1,5.901,674824.0,9630654.0,True,False,True,Inlier,0.013172350815642159,2.475444699433752,2.475444699433752,0.013172350815642159
883,Ana caspi,62.0,17.0,21.0,1,3.336,674750.0,9630620.0,True,False,False,Inlier,-0.7168444254749573,-0.1990979759939765,-0.1990979759939765,-0.7168444254749573
884,Charapilla,68.0,16.0,20.0,1,3.777,674704.0,9630666.0,True,False,False,Inlier,-0.5063220823886522,-0.3359261924347952,-0.3359261924347952,-0.5063220823886522
885,Aguanillo,60.0,18.0,21.0,1,3.308,674749.0,9630692.0,True,False,False,Inlier,0.726273846169863,,,0.726273846169863
886,Cumala caupuri,71.0,18.0,21.0,1,4.632,674755.0,9630734.0,True,False,False,Inlier,1.4227918278462404,-0.1684685208342413,-0.1684685208342413,1.4227918278462404
887,Azucar huayo,52.0,17.0,21.0,1,2.347,674762.0,9630794.0,True,False,False,Inlier,-0.8490257517443184,0.01592032883106568,0.01592032883106568,-0.8490257517443184
888,Palisangre,69.0,20.0,24.0,1,4.861,674767.0,9630834.0,True,False,False,Inlier,-0.47459179324165734,1.4876396033581298,1.4876396033581298,-0.47459179324165734
889,Cumala caupuri,95.0,19.0,21.0,1,8.754,674750.0,9630840.0,True,True,False,Inlier,4.0341505591647335,-0.1684685208342413,-0.1684685208342413,4.0341505591647335
890,Aguanillo,59.0,17.0,21.0,1,3.021,674756.0,9630855.0,True,False,False,Inlier,0.6022467854117912,,,0.6022467854117912
891,Canela moena,50.0,17.0,21.0,2,2.17,674727.0,9630855.0,True,False,False,Inlier,-0.5521703597929376,0.9729119999396679,0.9729119999396679,-0.5521703597929376
892,Panguana,71.0,19.0,24.0,1,4.89,674730.0,9630857.0,True,False,False,Inlier,-0.49411458822727256,1.2712629510407378,1.2712629510407378,-0.49411458822727256
893,Aguanillo,47.0,18.0,21.0,1,2.03,674717.0,9630847.0,True,False,False,Inlier,-0.8860779436850702,,,-0.8860779436850702
894,Machimango negro,73.0,17.0,21.0,1,4.625,674723.0,9630865.0,True,False,False,Inlier,0.9271143660317196,0.808290376865476,0.808290376865476,0.9271143660317196
895,Cachimbo,57.0,18.0,21.0,1,0.0,674739.0,9630898.0,False,False,False,Inlier,-1.041992728396424,-0.18102061529995034,-0.18102061529995034,-1.041992728396424
896,Cumala blanca,70.0,18.0,21.0,1,4.503,674751.0,9630925.0,True,False,False,Inlier,1.5540508158025819,0.09305176734769184,0.09305176734769184,1.5540508158025819
897,Cumala blanca,66.0,18.0,21.0,1,4.003,674756.0,9630931.0,True,False,False,Inlier,1.1092614025536756,0.09305176734769184,0.09305176734769184,1.1092614025536756
898,Cumala llorona,54.0,18.0,21.0,1,2.68,674764.0,9630949.0,True,False,False,Inlier,-0.4993012377213945,0.3122956332560403,0.3122956332560403,-0.4993012377213945
899,Panguana,71.0,17.0,22.0,1,4.375,674751.0,9631051.0,True,False,False,Inlier,-0.49411458822727256,0.3545699387256483,0.3545699387256483,-0.49411458822727256
900,Almendro,72.0,15.0,21.0,1,3.97,674748.0,9631060.0,True,False,False,Inlier,-0.27712599600601184,1.0570148866582123,1.0570148866582123,-0.27712599600601184
901,Cumala caupuri,53.0,18.0,21.0,1,0.0,674729.0,9631073.0,False,False,False,Inlier,-0.5357272206426297,-0.1684685208342413,-0.1684685208342413,-0.5357272206426297
902,Yacushapana,54.0,19.0,23.0,1,0.0,674701.0,9631074.0,False,False,False,Inlier,-1.0946751522126543,0.9012456059974867,0.9012456059974867,-1.0946751522126543
903,Anuje rumo,64.0,17.0,20.0,1,3.555,674682.0,9631083.0,True,False,False,Inlier,0.0005851683625507687,0.133791923239271,0.133791923239271,0.0005851683625507687
904,Cumala llorona,46.0,17.0,20.0,1,0.0,674730.0,9631118.0,False,False,False,Inlier,-1.311723590624003,-0.09585311515779432,-0.09585311515779432,-1.311723590624003
905,Panguana,91.0,19.0,23.0,1,8.032,674751.0,9631145.0,True,False,False,Inlier,0.5121514319858094,0.8129164448831931,0.8129164448831931,0.5121514319858094
906,Almendro,59.0,13.0,18.0,1,2.31,674745.0,9631154.0,True,False,False,Inlier,-0.9061057474529289,-0.3614149261173269,-0.3614149261173269,-0.9061057474529289
907,Yacushapana,55.0,16.0,20.0,1,2.471,674737.0,9631150.0,True,False,False,Inlier,-1.0413972444083033,-0.4050542049426917,-0.4050542049426917,-1.0413972444083033
908,Aguanillo,57.0,18.0,21.0,1,2.986,674741.0,9631167.0,True,False,False,Inlier,0.3541926638956477,,,0.3541926638956477
909,Palisangre,97.0,16.0,21.0,1,7.685,674729.0,9631188.0,True,False,False,Inlier,1.2234451755425648,0.19593302093009476,0.19593302093009476,1.2234451755425648
910,Pashaco,68.0,17.0,21.0,2,4.013,674709.0,9631213.0,True,False,False,Inlier,-0.41501050714974813,0.13351929129294018,0.13351929129294018,-0.41501050714974813
911,Caimitillo,68.0,18.0,22.0,1,4.249,674734.0,9631263.0,True,False,False,Inlier,0.46493328685966007,1.0688335058797227,1.0688335058797227,0.46493328685966007
912,Cumala llorona,69.0,17.0,20.0,2,4.132,674746.0,9631291.0,True,False,False,Inlier,1.0239906739709963,-0.09585311515779432,-0.09585311515779432,1.0239906739709963
913,Cumala blanca,51.0,18.0,21.0,1,2.39,674741.0,9631420.0,True,False,False,Inlier,-0.5586988971297239,0.09305176734769184,0.09305176734769184,-0.5586988971297239
914,Mari mari,47.0,15.0,19.0,2,1.692,674736.0,9631446.0,True,False,False,Inlier,-1.2794873213960245,-0.7538363066373317,-0.7538363066373317,-1.2794873213960245
915,Moena,75.0,18.0,21.0,2,5.169,674748.0,9631507.0,True,False,False,Inlier,1.7925706586493995,0.42215852683817534,0.42215852683817534,1.7925706586493995
916,Panguana,54.0,17.0,20.0,1,0.0,674737.0,9631537.0,False,False,False,Inlier,-1.3494407054083921,-0.5621230735894414,-0.5621230735894414,-1.3494407054083921
917,Anuje rumo,86.0,16.0,20.0,2,6.041,674719.0,9631539.0,True,False,False,Inlier,2.086125212494231,0.133791923239271,0.133791923239271,2.086125212494231
918,Pashaco,61.0,14.0,18.0,1,2.659,674732.0,9631690.0,True,False,False,Inlier,-0.8738160929434399,-1.1624032418444223,-1.1624032418444223,-0.8738160929434399
919,Cumala blanca,49.0,18.0,21.0,1,2.206,674720.0,9631692.0,True,False,False,Inlier,-0.7810936037541771,0.09305176734769184,0.09305176734769184,-0.7810936037541771
920,Cumala caupuri,65.0,18.0,21.0,1,3.882,674704.0,9631735.0,True,False,False,Inlier,0.769952145016617,-0.1684685208342413,-0.1684685208342413,0.769952145016617
921,Pashaco,68.0,16.0,21.0,1,3.777,674708.0,9631758.0,True,False,False,Inlier,-0.41501050714974813,0.13351929129294018,0.13351929129294018,-0.41501050714974813
922,Pashaco,81.0,18.0,21.0,1,6.029,674746.0,9631852.0,True,False,False,Inlier,0.4370570093242507,0.13351929129294018,0.13351929129294018,0.4370570093242507
923,Cumala blanca,105.0,18.0,21.0,1,10.131,674706.0,9631892.0,True,True,False,Inlier,5.445958181730514,0.09305176734769184,0.09305176734769184,5.445958181730514
924,Quinilla,70.0,17.0,21.0,1,4.253,674703.0,9631893.0,True,False,False,Inlier,1.5162595629380073,0.5443310539518187,0.5443310539518187,1.5162595629380073
925,Aguanillo,46.0,17.0,20.0,1,1.836,674701.0,9631977.0,True,False,False,Inlier,-1.010105004443142,,,-1.010105004443142
926,Machimango,82.0,17.0,21.0,2,5.836,674692.0,9632039.0,True,False,False,Inlier,1.8989417935899484,0.05003086188351185,0.05003086188351185,1.8989417935899484
927,Machimango negro,56.0,16.0,21.0,1,2.562,674726.0,9632096.0,True,False,False,Inlier,-0.4483862206626132,0.808290376865476,0.808290376865476,-0.4483862206626132
928,Lupuna,66.0,20.0,24.0,1,4.448,674720.0,9632136.0,True,False,False,Inlier,-1.5549722499947565,-0.1606231415508091,-0.1606231415508091,-1.5549722499947565
929,Lupuna,110.0,19.0,23.0,1,11.737,674716.0,9632215.0,True,False,False,Inlier,0.8517184685900926,-0.610367937893074,-0.610367937893074,0.8517184685900926
930,Cumala blanca,60.0,17.0,20.0,1,3.124,674686.0,9632239.0,True,False,False,Inlier,0.4420772826803157,-0.34609901955940237,-0.34609901955940237,0.4420772826803157
931,Cachimbo,110.0,18.0,21.0,1,11.119,674644.0,9632222.0,True,False,False,Inlier,1.3174460798283225,-0.18102061529995034,-0.18102061529995034,1.3174460798283225
932,Pashaco,66.0,12.0,19.0,2,2.669,674624.0,9632234.0,True,False,False,Inlier,-0.5460978173765172,-0.7304290641319682,-0.7304290641319682,-0.5460978173765172
933,Anuje rumo,79.0,18.0,21.0,1,5.735,674617.0,9632238.0,True,False,False,Inlier,1.4225442893614237,0.5587780323522518,0.5587780323522518,1.4225442893614237
934,Cumala llorona,54.0,14.0,20.0,2,2.084,674593.0,9632244.0,True,False,False,Inlier,-0.4993012377213945,-0.09585311515779432,-0.09585311515779432,-0.4993012377213945
935,Pashaco,57.0,11.0,19.0,1,0.0,674622.0,9632037.0,False,False,False,Inlier,-1.135990713396978,-0.7304290641319682,-0.7304290641319682,-1.135990713396978
936,Panguana,92.0,14.0,20.0,1,6.049,674628.0,9631761.0,True,False,False,Inlier,0.5624647329964634,-0.5621230735894414,-0.5621230735894414,0.5624647329964634
937,Cumala blanca,70.0,18.0,21.0,1,4.503,674642.0,9631711.0,True,False,False,Inlier,1.5540508158025819,0.09305176734769184,0.09305176734769184,1.5540508158025819
938,Cumala blanca,48.0,17.0,20.0,1,2.0,674619.0,9631575.0,True,False,False,Inlier,-0.8922909570664038,-0.34609901955940237,-0.34609901955940237,-0.8922909570664038
939,Pashaco,110.0,20.0,24.0,1,12.354,674650.0,9631510.0,True,True,False,Inlier,2.337823007612402,1.4294418244303029,1.4294418244303029,2.337823007612402
940,Canela moena,59.0,10.0,16.0,2,1.777,674643.0,9631414.0,True,False,False,Inlier,0.6794096166147882,-0.8045233845654949,-0.8045233845654949,0.6794096166147882
941,Cumala blanca,48.0,16.0,20.0,1,1.882,674679.0,9631400.0,True,False,False,Inlier,-0.8922909570664038,-0.34609901955940237,-0.34609901955940237,-0.8922909570664038
942,Cumala blanca,52.0,18.0,22.0,1,0.0,674683.0,9631398.0,False,False,False,Inlier,-0.4475015438174973,0.532202554254786,0.532202554254786,-0.4475015438174973
943,Anuje rumo,55.0,17.0,21.0,1,2.625,674659.0,9631380.0,True,False,False,Inlier,-0.8525903042367731,0.5587780323522518,0.5587780323522518,-0.8525903042367731
944,Cumala blanca,47.0,16.0,20.0,1,1.804,674667.0,9631369.0,True,False,False,Inlier,-1.0034883103786305,-0.34609901955940237,-0.34609901955940237,-1.0034883103786305
945,Moena,47.0,15.0,20.0,1,1.692,674674.0,9631366.0,True,False,False,Inlier,-1.5857355826513924,-0.07035975447302893,-0.07035975447302893,-1.5857355826513924
946,Pashaco,75.0,17.0,22.0,1,4.882,674665.0,9631341.0,True,False,False,Inlier,0.04379507864394352,0.5654934690053944,0.5654934690053944,0.04379507864394352
947,Cumala blanca,49.0,16.0,20.0,1,1.961,674651.0,9631322.0,True,False,False,Inlier,-0.7810936037541771,-0.34609901955940237,-0.34609901955940237,-0.7810936037541771
948,Almendro,110.0,15.0,21.0,1,9.266,674644.0,9631318.0,True,False,False,Inlier,1.5614302005311302,1.0570148866582123,1.0570148866582123,1.5614302005311302
949,Cumala llorona,52.0,14.0,18.0,1,1.933,674646.0,9631315.0,True,False,False,Inlier,-0.7024068259470466,-0.9121506119854637,-0.9121506119854637,-0.7024068259470466
950,Anuje rumo,81.0,16.0,20.0,1,5.359,674658.0,9631289.0,True,False,False,Inlier,1.6121388388279403,0.133791923239271,0.133791923239271,1.6121388388279403
951,Anuje rumo,81.0,17.0,20.0,1,5.694,674664.0,9631300.0,True,False,False,Inlier,1.6121388388279403,0.133791923239271,0.133791923239271,1.6121388388279403
952,Anuje rumo,65.0,18.0,21.0,1,0.0,674627.0,9631279.0,False,False,False,Inlier,0.09538244309580897,0.5587780323522518,0.5587780323522518,0.09538244309580897
953,Anuje rumo,71.0,16.0,21.0,1,4.118,674605.0,9631286.0,True,False,False,Inlier,0.6641660914953582,0.5587780323522518,0.5587780323522518,0.6641660914953582
954,Cumala llorona,65.0,16.0,19.0,1,3.451,674658.0,9631256.0,True,False,False,Inlier,0.6177794975196921,-0.504001863571629,-0.504001863571629,0.6177794975196921
955,Mari mari,55.0,14.0,19.0,1,2.162,674684.0,9631258.0,True,False,False,Inlier,-0.8144393976704465,-0.7538363066373317,-0.7538363066373317,-0.8144393976704465
956,Cumala caupuri,50.0,16.0,19.0,1,2.042,674660.0,9631206.0,True,False,False,Inlier,-0.8621470620574414,-1.1075909135698008,-1.1075909135698008,-0.8621470620574414
957,Marupa,81.0,12.0,19.0,1,4.019,674698.0,9631162.0,True,False,False,Inlier,2.4484344831639264,-0.6824372531572895,-0.6824372531572895,2.4484344831639264
958,Marupa,58.0,15.0,20.0,1,2.576,674700.0,9631152.0,True,False,False,Inlier,0.01784173109928867,-0.2873420013293849,-0.2873420013293849,0.01784173109928867
959,Cumala blanca,49.0,18.0,20.0,1,2.206,674677.0,9631165.0,True,False,False,Inlier,-0.7810936037541771,-0.34609901955940237,-0.34609901955940237,-0.7810936037541771
960,Aguanillo,67.0,18.0,21.0,1,4.125,674648.0,9631131.0,True,False,False,Inlier,1.5944632714763656,,,1.5944632714763656
961,Cumala caupuri,53.0,19.0,22.0,1,2.725,674661.0,9631106.0,True,False,False,Inlier,-0.5357272206426297,0.30109267553353847,0.30109267553353847,-0.5357272206426297
962,Mari mari,110.0,18.0,22.0,1,11.119,674638.0,9631044.0,True,False,False,Inlier,2.3827650779429037,0.3209402097564872,0.3209402097564872,2.3827650779429037
963,Pashaco,73.0,18.0,21.0,1,4.897,674642.0,9631029.0,True,False,False,Inlier,-0.08729223158282554,0.13351929129294018,0.13351929129294018,-0.08729223158282554
964,Cumala caupuri,68.0,18.0,21.0,2,4.249,674662.0,9631037.0,True,False,False,Inlier,1.0963719864314287,-0.1684685208342413,-0.1684685208342413,1.0963719864314287
